code,name,title,filename,fy,q,custom_id,position,link
CAT.N,Caterpillar Inc,2022 Global Diversity & Inclusion Report ,CAT.N_FY2022_2022 Global Diversity & Inclusion Report.pdf,2022,Caterpillar Inc Global Diversity & Inclusion Report 2023  filetype:pdf,83,1.0,https://s7d2.scene7.com/is/content/Caterpillar/CM20240506-74c4f-f0876
SPGI.N,S&P Global Inc,S&P Global Impact Report 2022 ,SPGI.N_FY2022_Impact Report 2022.pdf,2022,S&P Global Inc S&P Global Impact Report 2023  filetype:pdf,84,1.0,https://www.spglobal.com/en/who-we-are/corporate-responsibility/reports-commitments/sp-global-impact-report-2023.pdf
SPGI.N,S&P Global Inc,,"SPGI.N_FY2022_Diversity, Equity and Inclusion Report 2022.pdf",2022,"S&P Global Inc Diversity, Equity and Inclusion Report 2023  filetype:pdf",85,1.0,https://www.spglobal.com/en/who-we-are/corporate-responsibility/reports-commitments/sp-global-dei-report-2023.pdf
AXP.N,American Express Co,"2022-2023 Environmental, Social, and Governance Report ","AXP.N_FY2022_2022-2023 Environmental, Social, and Governance Report.pdf",2022,"American Express Co - Environmental, Social, and Governance Report 2023  filetype:pdf",86,1.0,https://www.americanexpress.com/content/dam/amex/en-us/newsroom/pdfs/AXP_2022-2023_ESG_Report.pdf
SIEGn.DE,Siemens AG,2022 Siemens Institutional and ESG Report ,SIEGn.DE_FY2022_2022 SiemensInstitutionaland ESG Report.pdf,2022,Siemens AG Siemens Institutional and ESG Report 2023  filetype:pdf,87,1.0,https://assets.new.siemens.com/siemens/assets/api/uuid:00095b96-4712-4cd1-b045-19d5df704358/sustainability-report-fy2023.pdf
SIEGn.DE,Siemens AG,Siemens Sustainability Report 2022 ,SIEGn.DE_FY2022_Sustainability Report 2022.pdf,2022,Siemens AG Siemens Sustainability Report 2023  filetype:pdf,88,1.0,https://assets.new.siemens.com/siemens/assets/api/uuid:00095b96-4712-4cd1-b045-19d5df704358/sustainability-report-fy2023.pdf
COP.N,Conocophillips,ConocoPhillips Sustainability Report 2022 ,COP.N_FY2022_ Sustainability Report 2022.pdf,2022,Conocophillips ConocoPhillips Sustainability Report 2023  filetype:pdf,89,1.0,https://static.conocophillips.com/files/resources/conocophillips-2022-sustainability-report.pdf
UNP.N,Union Pacific Corp,UNION PACIFIC RAILROAD 2022 Building America Report ,UNP.N_FY2022_2022 Building America Report.pdf,2022,Union Pacific Corp UNION PACIFIC RAILROAD  Building America Report 2023  filetype:pdf,90,1.0,https://www.up.com/cs/groups/public/@uprr/@corprel/documents/up_pdf_nativedocs/pdf_up_2023_build_america_rpt.pdf
UNP.N,Union Pacific Corp,Union Pacific Corporation Sustainability Metrics ,UNP.N_FY2022_2022 Sustainability Metrics.pdf,2022,Union Pacific Corp Union Pacific Corporation Sustainability Metrics 2023  filetype:pdf,91,1.0,https://www.up.com/cs/groups/public/@uprr/@environment/documents/up_pdf_nativedocs/pdf_up_sustainability_metrics.pdf
UNP.N,Union Pacific Corp,UNION PACIFIC’S 2022 We Are One Report ,UNP.N_FY2022_2022 We Are One Report.pdf,2022,Union Pacific Corp UNION PACIFIC’S  We Are One Report 2023  filetype:pdf,92,1.0,https://www.up.com/cs/groups/public/@uprr/@corprel/documents/up_pdf_nativedocs/pdf_up_2023_build_america_rpt.pdf
IBM.N,International Business Machines Corp,IBM Impact 2022 ESG Report ,IBM.N_FY2022_2022 ESG Report.pdf,2022,International Business Machines Corp IBM Impact  ESG Report 2023  filetype:pdf,93,1.0,https://www.ibm.com/impact/files/reports-policies/2023/IBM_2023_ESG_Report.pdf
GE.N,General Electric Co,2022  SUSTAINABILITY  REPORT ,GE.N_FY2022_2022SUSTAINABILITYREPORT.pdf,2022,General Electric Co SUSTAINABILITY  REPORT 2023  filetype:pdf,94,1.0,https://www.ge.com/sites/default/files/ge2022_sustainability_report.pdf
AMGN.OQ,Amgen Inc,"Amgen Environmental, Social & Governance Report ","AMGN.OQ_FY2022_2022 ENVIRONMENTAL, SOCIAL & GOVERNANCE REPORT.pdf",2022,"Amgen Inc Amgen Environmental, Social & Governance Report 2023  filetype:pdf",95,1.0,https://www.amgen.ch/-/media/Themes/CorporateAffairs/Redesign/Amgen-ch/Amgen-ch/pdfs/amgen-2023-esg-report.pdf
AMAT.OQ,Applied Materials Inc,Sustainability Report Annex 2022 ,AMAT.OQ_FY2022_2022 Sustainability Annex.pdf,2022,Applied Materials Inc Sustainability Report Annex 2023  filetype:pdf,96,1.0,https://www.appliedmaterials.com/content/dam/site/company/csr/doc/climate-change-2023.pdf.coredownload.inline.pdf
AMAT.OQ,Applied Materials Inc,2030 Goals and Progress ,AMAT.OQ_FY2022_2022 Goals and Progress.pdf,2022,Applied Materials Inc Goals and Progress 2031  filetype:pdf,97,1.0,https://ir.appliedmaterials.com/static-files/df09dbcf-2e31-49ec-b992-715aeaa7e503
AMAT.OQ,Applied Materials Inc,Sustainability Report 2022 ,AMAT.OQ_FY2022_2022 Sustainability Report.pdf,2022,Applied Materials Inc Sustainability Report 2023  filetype:pdf,98,1.0,https://www.appliedmaterials.com/content/dam/site/company/csr/doc/climate-change-2023.pdf.coredownload.inline.pdf
AMAT.OQ,Applied Materials Inc,Applied Materials Inc. - Climate Change 2023 ,AMAT.OQ_FY2022_Climate Change 2023.pdf,2022,Applied Materials Inc Applied Materials Inc. - Climate Change 2024  filetype:pdf,99,1.0,https://ir.appliedmaterials.com/static-files/1f816865-dc75-474e-9b29-026cfea32c12
LMT.N,Lockheed Martin Corp,2022 Sustainability Performance Report ,LMT.N_FY2022_2022 SUSTAINABILITY PERFORMANCE REPORT.pdf,2022,Lockheed Martin Corp Sustainability Performance Report 2023  filetype:pdf,100,1.0,https://sustainability.lockheedmartin.com/sustainability/content/Lockheed_Martin_2023_Sustainability_Performance_Report.pdf
2318.HK,Ping An Insurance Group Co of China Ltd,中国平安2022可持续发展报告 ,2318.HK_FY2022_2022可持续发展报告.pdf,2022,Ping An Insurance Group Co of China Ltd 中国平安可持续发展报告 2023  filetype:pdf,101,1.0,https://group.pingan.com/resource/pingan/IR-Docs/2023/pingan-interim23-report.pdf
2318.HK,Ping An Insurance Group Co of China Ltd,Ping An Sustainability Report 2022 ,2318.HK_FY2022_20230315PingAnInsuranceGroupCoof-CorporateResponsibility2023-3-15SL000000003005884621.pdf,2022,Ping An Insurance Group Co of China Ltd Ping An Sustainability Report 2023  filetype:pdf,102,1.0,https://group.pingan.com/resource/pingan/ESG/Report/pingan-sustainability-report-22.pdf
NOW.N,ServiceNow Inc,SERVICE NOW GLOBAL IMPACT REPORT 2023 ,NOW.N_FY2022_Global Impact Report 2023.pdf,2022,ServiceNow Inc SERVICE NOW GLOBAL IMPACT REPORT 2024  filetype:pdf,103,1.0,https://www.servicenow.com/content/dam/servicenow/other-documents/investor-relations/investor-presentations/servicenow-q1-2024-investor-presentation.pdf
NOW.N,ServiceNow Inc,Global Impact ESG Fact Sheet 2023 ,NOW.N_FY2022_ESG Fact Sheet 2023.pdf,2022,ServiceNow Inc Global Impact ESG Fact Sheet 2024  filetype:pdf,104,1.0,https://www.servicenow.com/content/dam/servicenow-assets/public/en-us/doc-type/public-document/servicenow-global-impact-esg-fact-sheet-2023.pdf
NOW.N,ServiceNow Inc,"DIVERSITY, EQUITY, AND INCLUSION REPORT 2023 ",NOW.N_FY2022_DEI Report 2023.pdf,2022,"ServiceNow Inc DIVERSITY, EQUITY, AND INCLUSION REPORT 2024  filetype:pdf",105,1.0,https://stocklight.com/stocks/us/nyse-now/servicenow/annual-reports/nyse-now-2024-10K-24562943.pdf
NOW.N,ServiceNow Inc,,NOW.N_FY2022_ESG Data Annex 2023.pdf,2022,ServiceNow Inc ESG Data Annex 2024  filetype:pdf,106,1.0,https://www.eba.europa.eu/sites/default/files/2024-01/0ef30168-9c36-4812-ba8e-0ce86f0beb00/Single%20Programming%20Document%202025-2027.pdf
MDT.N,Medtronic PLC,Medtronic 2022 Integrated Performance Report ,MDT.N_FY2022_20221010MedtronicPLC-CorporateResponsibility2022-10-10WC000000002994611011.pdf,2022,Medtronic PLC Medtronic  Integrated Performance Report 2023  filetype:pdf,107,1.0,https://www.medtronic.com/content/dam/medtronic-wide/public/brand-corporate-assets/resources/cdp-climate-disclosure.pdf
AIR.PA,Airbus SE,Airbus Annual Report 2022 ,AIR.PA_FY2022_Annual Report 2022.pdf,2022,Airbus SE Airbus Annual Report 2023  filetype:pdf,108,1.0,https://www.airbus.com/sites/g/files/jlcbta136/files/2024-03/Airbus-Financial-Statements-FY2023.pdf
6758.T,Sony Group Corp,Sustainability Report 2022 ,6758.T_FY2022_20220826SonyGroupCorp-CorporateResponsibility2022-8-26WC000000002990937966.pdf,2022,Sony Group Corp Sustainability Report 2023  filetype:pdf,109,1.0,https://www.sony.com/en/SonyInfo/csr/library/reports/SustainabilityReport2023_sustainability_E.pdf
BX.N,Blackstone Inc,Climate-related Financial Disclosures Aligned with TCFD Recommendations ,BX.N_FY2022_2022 REPORT.pdf,2022,Blackstone Inc Climate-related Financial Disclosures Aligned with TCFD Recommendations 2023  filetype:pdf,110,1.0,https://www.blackstone.com/wp-content/uploads/sites/2/2023/09/2023_TCFD_Report_Blackstone.pdf
SBUX.OQ,Starbucks Corp,STARBUCKS’ Global Environmental & Social Impact Report ,SBUX.OQ_FY2022_Global Environmental & Social Impact Report 2022.pdf,2022,Starbucks Corp STARBUCKS’ Global Environmental & Social Impact Report 2023  filetype:pdf,111,1.0,https://stories.starbucks.com/uploads/2024/02/2023-Starbucks-Global-Impact-Report.pdf
SBUX.OQ,Starbucks Corp,Starbucks Corporation - Climate Change 2022 ,SBUX.OQ_FY2022_Climate Change 2022.pdf,2022,Starbucks Corp Starbucks Corporation - Climate Change 2023  filetype:pdf,112,1.0,https://content-prod-live.cert.starbucks.com/binary/v2/asset/137-88326.pdf
PLD.N,Prologis Inc,"Letter from our Co-Founder, Chairman and CEO ",PLD.N_FY2022_2022-2023 ESG Report.pdf,2022,"Prologis Inc Letter from our Co-Founder, Chairman and CEO 2023  filetype:pdf",113,1.0,https://prologis.getbynder.com/m/7237b06a0408e0f7/original/Prologis-2023-24-ESG-Report.pdf
HDBK.NS,HDFC Bank Ltd,Business Responsibility & Sustainability Report ,HDBK.NS_FY2022_20220714HDFCBankLtd-CorporateResponsibility2022-7-14SD000000003008488832.pdf,2022,HDFC Bank Ltd Business Responsibility & Sustainability Report 2023  filetype:pdf,114,1.0,https://www.hdfcbank.com/content/bbp/repositories/723fb80a-2dde-42a3-9793-7ae1be57c87f/?path=/Footer/About%20Us/Other%20stakeholders%27%20Information/2023/sept/22/21-BRSR.pdf
T.N,AT&T Inc,AT&T 2022 Sustainability Summary ,T.N_FY2022_AT&T 2022SustainabilitySummary.pdf,2022,AT&T Inc AT&T  Sustainability Summary 2023  filetype:pdf,115,1.0,https://about.att.com/ecms/dam/csr/2023/ESG/ATT-Sustainability-Summary.pdf
DTEGn.DE,Deutsche Telekom AG,Corporate Responsibility Report 2022 ,DTEGn.DE_FY2022_20230531DeutscheTelekomAG-CorporateResponsibility2023-5-31SD000000003014154818.pdf,2022,Deutsche Telekom AG Corporate Responsibility Report 2023  filetype:pdf,116,1.0,https://www.telekom.com/resource/blob/1064168/167b612f8aafd19fb05ef211658060c5/dl-corporate-responsibility-report-2023-data.pdf
RIO.AX,Rio Tinto Ltd,Sustainability Fact Book 2022 ,RIO.AX_FY2022_Sustainability Fact Book 2022.pdf,2022,Rio Tinto Ltd Sustainability Fact Book 2023  filetype:pdf,117,1.0,https://www.riotinto.com/-/media/Content/Documents/Invest/Financial-news-and-performance/Fact-Book/RT-Fact-Book.pdf
RIO.AX,Rio Tinto Ltd,FORM SD Specialized Disclosure Report ,RIO.AX_FY2022_Conflict Minerals Disclosure 2022.pdf,2022,Rio Tinto Ltd FORM SD Specialized Disclosure Report 2023  filetype:pdf,118,1.0,https://otp.tools.investis.com/clients/us/rio_tinto/SEC/sec-show.aspx?FilingId=16684259&Cik=0000863064&Type=PDF&hasPdf=1
SCHW.N,Charles Schwab Corp,2022 ESG Report ,SCHW.N_FY2022_ESG Report 2022.pdf,2022,Charles Schwab Corp ESG Report 2023  filetype:pdf,119,1.0,https://content.schwab.com/web/retail/public/about-schwab/schwab-2023-esg-report.pdf
GS.N,Goldman Sachs Group Inc,Goldman Sachs 2022 People Strategy Report ,GS.N_FY2022_People Strategy Report 2022.pdf,2022,Goldman Sachs Group Inc Goldman Sachs  People Strategy Report 2023  filetype:pdf,120,1.0,https://www.goldmansachs.com/investor-relations/financials/current/annual-reports/2023-annual-report/multimedia/2023-annual-report.pdf
BLK.N,BlackRock Inc,"2022 Global Diversity, Equity and Inclusion Annual Report ","BLK.N_FY2022_2021 Global Diversity, Equity and Inclusion Report.pdf",2022,"BlackRock Inc Global Diversity, Equity and Inclusion Annual Report 2023  filetype:pdf",121,1.0,https://www.blackrock.com/corporate/literature/fact-sheet/dei-annual-report.pdf
BLK.N,BlackRock Inc,2022 Sustainability Disclosure ,BLK.N_FY2022_2022 Sustainability Disclosure.pdf,2022,BlackRock Inc Sustainability Disclosure 2023  filetype:pdf,122,1.0,https://www.blackrock.com/corporate/literature/continuous-disclosure-and-important-information/tcfd-report-2023-blkinc.pdf
BLK.N,BlackRock Inc,2022 Sustainability Disclosure ,BLK.N_FY2022_Sustainability Disclosure 2022.pdf,2022,BlackRock Inc Sustainability Disclosure 2023  filetype:pdf,123,1.0,https://www.blackrock.com/corporate/literature/continuous-disclosure-and-important-information/tcfd-report-2023-blkinc.pdf
BLK.N,BlackRock Inc,2022 Greenhouse Gas Emissions Report ,BLK.N_FY2022_2022 GHG Emissions Data.pdf,2022,BlackRock Inc Greenhouse Gas Emissions Report 2023  filetype:pdf,124,1.0,https://www.blackrock.com/corporate/literature/continuous-disclosure-and-important-information/tcfd-report-2023-blkinc.pdf
ANTM.N,Elevance Health Inc,Elevance Health Impact Report 2022 ,ANTM.N_FY2022_Impact Report 2022.pdf,2022,Elevance Health Inc Elevance Health Impact Report 2023  filetype:pdf,125,1.0,https://www.elevancehealth.com/annual-report/2022/Elevance_Health_Impact_Report_2022.pdf
1211.HK,BYD Co Ltd,,1211.HK_FY2022_2022BYDCSRReport.pdf,2022,BYD Co Ltd BYDCSRReport 2023  filetype:pdf,126,1.0,https://www1.hkexnews.hk/listedco/listconews/sehk/2023/0328/2023032801987.pdf
TAQA.AD,Abu Dhabi National Energy Company PJSC,TQ Sustainability Report 2022 ,TAQA.AD_FY2022_Sustainability Report 2022.pdf,2022,Abu Dhabi National Energy Company PJSC TQ Sustainability Report 2023  filetype:pdf,127,1.0,https://static.mubasher.info/File.Mix_Announcement_File/24C6A573-1367-4C96-849C-5995F1DA009C.pdf
BP.L,BP PLC,bp sustainability report 2022 ,BP.L_FY2022_Sustainability Report 2022.pdf,2022,BP PLC bp sustainability report 2023  filetype:pdf,128,1.0,https://www.bp.com/content/dam/bp/business-sites/en/global/corporate/pdfs/sustainability/group-reports/bp-sasb-index-2023.pdf
BP.L,BP PLC,Sustainability at the heart of our strategy to deliver value to our stakeholders ,BP.L_FY2022_ESG Investor Pack.pdf,2022,BP PLC Sustainability at the heart of our strategy to deliver value to our stakeholders 2023  filetype:pdf,129,1.0,https://www.bp.com/content/dam/bp/business-sites/en/global/corporate/pdfs/sustainability/group-reports/bp-cdp-climate-change-questionnaire-2023.pdf
BKNG.OQ,Booking Holdings Inc,Sustainability Report ,BKNG.OQ_FY2022_Sustainability Report 2022.pdf,2022,Booking Holdings Inc Sustainability Report 2023  filetype:pdf,130,1.0,https://s201.q4cdn.com/865305287/files/doc_financials/2023/q4/BKNG-2023-10K.pdf
BKNG.OQ,Booking Holdings Inc,2022 Sustainability Report Performance Data ,BKNG.OQ_FY2022_2022 Sustainability Report Performance Data.pdf,2022,Booking Holdings Inc Sustainability Report Performance Data 2023  filetype:pdf,131,1.0,https://www.bookingholdings.com/wp-content/uploads/2023/04/BKNG-Sustainability-Report-2022.pdf
373220.KS,LG Energy Solution Ltd,LG Energy Solution ESG REPORT ,373220.KS_FY2022_LG Energy Solution ESG REPORT 2022.pdf,2022,LG Energy Solution Ltd LG Energy Solution ESG REPORT 2023  filetype:pdf,132,1.0,https://www.lgcorp.com/images/esg_en/download/LG%20ESG%20Reporting%202022-2023_ENG.pdf
MDLZ.OQ,Mondelez International Inc,Snacking Made Right 2022 ESG REPORT ,MDLZ.OQ_FY2022_2022 ESG REPORT.pdf,2022,Mondelez International Inc Snacking Made Right  ESG REPORT 2023  filetype:pdf,133,1.0,https://ir.mondelezinternational.com/node/27766/pdf
MDLZ.OQ,Mondelez International Inc,ESG DataShEEt ,MDLZ.OQ_FY2022_ESG Data Sheet.pdf,2022,Mondelez International Inc ESG DataShEEt 2023  filetype:pdf,134,1.0,https://ir.mondelezinternational.com/node/28526/pdf
MDLZ.OQ,Mondelez International Inc,Snacking Made Right 2022 ESG REPORT ,MDLZ.OQ_FY2022_ESG REPORT 2022.pdf,2022,Mondelez International Inc Snacking Made Right  ESG REPORT 2023  filetype:pdf,135,1.0,https://ir.mondelezinternational.com/node/27766/pdf
3690.HK,Meituan,Meituan 2022 Corporate Social Responsibility Report ,3690.HK_FY2022_20230517Meituan-CorporateResponsibility2023-5-17SD000000003013115599.pdf,2022,Meituan Meituan  Corporate Social Responsibility Report 2023  filetype:pdf,136,1.0,https://media-meituan.todayir.com/20230809153425397878916_en.pdf
3690.HK,Meituan,美团 2022 企业社会责任报告 ,3690.HK_FY2022_2022企业社会责任报告.pdf,2022,Meituan 美团  企业社会责任报告 2023  filetype:pdf,137,1.0,https://media-meituan.todayir.com/20230519165432367375237_tc.pdf
3690.HK,Meituan,2022 美团骑手权益保障社会责任报告 ,3690.HK_FY2022_2022 骑手权益保障社会责任报告.pdf,2022,Meituan 美团骑手权益保障社会责任报告 2023  filetype:pdf,138,1.0,https://media-meituan.todayir.com/20230519165432367375237_tc.pdf
ABI.BR,Anheuser-Busch Inbev SA,"Environmental, Social & Governance Report 2022 ","ABI.BR_FY2022_Environmental, Social & Governance Report 2022.pdf",2022,"Anheuser-Busch Inbev SA Environmental, Social & Governance Report 2023  filetype:pdf",139,1.0,https://www.ab-inbev.com/assets/pressreleases/2023/AB%20InBev_2022%20ESG%20Report_FINAL.pdf
ABI.BR,Anheuser-Busch Inbev SA,,ABI.BR_FY2022_Jaarverslag 2022.pdf,2022,Anheuser-Busch Inbev SA Jaarverslag 2023  filetype:pdf,140,1.0,https://cdn.builder.io/o/assets%2F2e5c7fb020194c1a8ee80f743d0b923e%2Fc45d833164dc4e0a849c890cae931f4c?alt=media&token=5fe510b1-692d-4bc8-95f4-8a4ceb847bbc&apiKey=2e5c7fb020194c1a8ee80f743d0b923e
ADI.OQ,Analog Devices Inc,ANALOG DEVICES 2022 ESG REPORT ,ADI.OQ_FY2022_2022 ESG Report.pdf,2022,Analog Devices Inc ANALOG DEVICES  ESG REPORT 2023  filetype:pdf,141,1.0,https://www.analog.com/media/en/company-csr/2022-esg-report.pdf
AMT.N,American Tower Corp,,AMT.N_FY2022_20230324AirLiquideSA-CorporateResponsibility2023-3-24WC000000003006719876.pdf,2022,American Tower Corp AirLiquideSA-CorporateResponsibility-3-24WC76 2023  filetype:pdf,142,,
AMT.N,American Tower Corp,AMERICAN TOWER | 2022 SUSTAINABILITY REPORT ,AMT.N_FY2022_ 2022 SUSTAINABILITY REPORT.pdf,2022,American Tower Corp AMERICAN TOWER |  SUSTAINABILITY REPORT 2023  filetype:pdf,143,1.0,https://americantower.gcs-web.com/static-files/9169a60e-ad15-4573-be3b-0aa2e30e1b42
AIRP.PA,L'Air Liquide Societe Anonyme pour l'Etude et l'Exploitation des Procedes Georges Claude SA,Air Liquide Sustainability Report 2022 ,AIRP.PA_FY2022_Sustainability Report 2022.pdf,2022,L'Air Liquide Societe Anonyme pour l'Etude et l'Exploitation des Procedes Georges Claude SA Air Liquide Sustainability Report 2023  filetype:pdf,144,1.0,https://www.airliquide.com/sites/airliquide.com/files/2023-03/air-liquide-letter-to-shareaction-march-2023-.pdf
CVS.N,CVS Health Corp,"2022 Environmental, Social and Governance Report ","CVS.N_FY2022_2022 Environmental, Social and Governance Report.pdf",2022,"CVS Health Corp Environmental, Social and Governance Report 2023  filetype:pdf",145,1.0,https://www.cvshealth.com/content/dam/enterprise/cvs-enterprise/pdfs/2023/2022-ESGReport_Oct-23-compressed.pdf
CVS.N,CVS Health Corp,2022 ESG Report Appendix ,"CVS.N_FY2022_2022 Environmental, Social and Governance (ESG) Report Appendix.pdf",2022,CVS Health Corp ESG Report Appendix 2023  filetype:pdf,146,1.0,https://www.cvshealth.com/content/dam/enterprise/cvs-enterprise/pdfs/2023/Healthy-2030-Impact-Report-Appendix.pdf
C.N,Citigroup Inc,"Citi 2022 Environmental, Social and Governance Report ","C.N_FY2022_2022Environmental, Socialand Governance Report.pdf",2022,"Citigroup Inc Citi  Environmental, Social and Governance Report 2023  filetype:pdf",147,1.0,https://www.citigroup.com/rcs/citigpa/storage/public/2023-Citi-Climate-Report.pdf
